waybill_tracking_id,dispatch_timestamp,estimated_delivery_timestamp,actual_delivery_timestamp,state,district,delivery_hub_city,destination_pincode,logistics_partner,cargo_category,package_weight_kg,declared_value_inr,delivery_mode,delivery_status,payment_mode,otp_verification_status,delay_reason_if_any,last_mile_distance_km,customer_rating_score
DEL-NER-2026-000206,2026-08-24 11:30:00,2026-08-24 18:30:00,2026-08-24 18:30:00,Nagaland,Dimapur,Dimapur,797747,Delhivery,Apparel & Fashion,1.78,4123.66,Light Commercial Pickup Truck (Bolero / Ace),Delivered Successfully,Pay on Delivery (UPI QR),Verified,None,3.9,4.6
DEL-NER-2026-000209,2026-08-24 11:30:00,2026-08-25 00:30:00,Pending,Assam,Dibrugarh,Dibrugarh,781937,Blue Dart / DHL,Auto Spare Parts & Industrial Tools,20.52,2988.27,Foot Courier (Hill Stairs / Remote Village),Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,2.5,N/A
DEL-NER-2026-000371,2026-08-24 11:30:00,2026-08-25 06:30:00,Pending,Assam,Sonitpur,Tezpur,781849,DTDC Express,Apparel & Fashion,0.18,4193.19,Two-Wheeler / Bike Express,In Transit - Hub to Hub,Pay on Delivery (UPI QR),N/A,None,7.9,N/A
DEL-NER-2026-000161,2026-08-24 11:30:00,2026-08-25 22:30:00,Pending,Assam,Sonitpur,Tezpur,781268,Delhivery,FMCG & Groceries,11.61,4287.41,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Pay on Delivery (UPI QR),Pending,None,29.6,N/A
DEL-NER-2026-000115,2026-08-24 10:30:00,2026-08-24 21:30:00,2026-08-24 21:30:00,Sikkim,East Sikkim,Gangtok,737328,DTDC Express,Apparel & Fashion,1.56,1286.4,Two-Wheeler / Bike Express,Delivered Successfully,Prepaid (Digital/UPI),Verified,None,27.8,4.4
DEL-NER-2026-000278,2026-08-24 10:30:00,2026-08-24 12:30:00,2026-08-24 12:30:00,Nagaland,Kohima,Kohima,797269,Flipkart Ekart,Government / Official Documents,0.17,3412.81,Two-Wheeler / Bike Express,Delivered Successfully,Prepaid (Digital/UPI),Verified,None,11.0,4.2
DEL-NER-2026-000028,2026-08-24 10:30:00,2026-08-24 18:30:00,Pending,Assam,Cachar,Silchar,781138,Delhivery,E-Commerce Consumer Electronics,1.55,27808.1,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (Delayed),Prepaid (Digital/UPI),Pending,None,29.6,N/A
DEL-NER-2026-000218,2026-08-24 10:30:00,2026-08-25 21:30:00,Pending,Assam,Dibrugarh,Dibrugarh,781375,Amazon Logistics (NER),E-Commerce Consumer Electronics,4.35,30060.35,Two-Wheeler / Bike Express,In Transit - Hub to Hub,Prepaid (Digital/UPI),N/A,None,17.8,N/A
DEL-NER-2026-000245,2026-08-24 10:30:00,2026-08-25 20:30:00,Pending,Sikkim,East Sikkim,Gangtok,737766,ExpressBees,Government / Official Documents,2.32,1497.54,Electric Cargo 3-Wheeler,Out for Delivery (Delayed),Cash on Delivery (COD),Pending,None,3.9,N/A
DEL-NER-2026-000135,2026-08-24 10:30:00,2026-08-25 06:30:00,Pending,Mizoram,Lunglei,Lunglei,796650,India Post (Speed Post),Essential Medicines & Medical Supplies,0.58,4578.86,Light Commercial Pickup Truck (Bolero / Ace),In Transit - Hub to Hub,Cash on Delivery (COD),N/A,None,31.3,N/A
DEL-NER-2026-000321,2026-08-24 10:30:00,2026-08-24 22:30:00,Pending,Meghalaya,East Khasi Hills,Shillong,793899,Shadowfax,Handicrafts & Organic NE Produce (Outbound),10.54,11543.15,Two-Wheeler / Bike Express,Delayed - Weather / Heavy Rainfall,Cash on Delivery (COD),N/A,Heavy Rain / Inundation,23.2,N/A
DEL-NER-2026-000388,2026-08-24 10:30:00,2026-08-25 07:30:00,Pending,Arunachal Pradesh,East Siang,Pasighat,791284,India Post (Speed Post),Essential Medicines & Medical Supplies,3.7,1272.52,Drone Delivery (Medicines/High Altitude),Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,15.6,N/A
DEL-NER-2026-000325,2026-08-24 10:30:00,2026-08-25 04:30:00,Pending,Tripura,Gomati,Udaipur,799921,Delhivery,Auto Spare Parts & Industrial Tools,15.54,6300.69,Foot Courier (Hill Stairs / Remote Village),Delivery Attempted - Recipient Unavailable,Cash on Delivery (COD),N/A,None,9.0,N/A
DEL-NER-2026-000427,2026-08-24 10:30:00,2026-08-24 16:30:00,2026-08-24 16:30:00,Mizoram,Aizawl,Aizawl,796840,Delhivery,FMCG & Groceries,24.19,21034.32,Light Commercial Pickup Truck (Bolero / Ace),Delivered Successfully,Cash on Delivery (COD),Verified,None,3.3,4.1
DEL-NER-2026-000252,2026-08-24 10:30:00,2026-08-25 05:30:00,Pending,Manipur,Churachandpur,Churachandpur,795442,Flipkart Ekart,Government / Official Documents,0.6,1261.53,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,13.0,N/A
DEL-NER-2026-000054,2026-08-24 10:30:00,2026-08-25 18:30:00,Pending,Nagaland,Kohima,Kohima,797689,Flipkart Ekart,E-Commerce Consumer Electronics,3.21,37973.79,Two-Wheeler / Bike Express,Out for Delivery (Delayed),Cash on Delivery (COD),Pending,None,27.2,N/A
DEL-NER-2026-000446,2026-08-24 10:30:00,2026-08-25 10:30:00,Pending,Sikkim,East Sikkim,Gangtok,737545,Delhivery,Government / Official Documents,2.29,973.73,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Cash on Delivery (COD),Pending,None,22.1,N/A
DEL-NER-2026-000404,2026-08-24 10:30:00,2026-08-25 17:30:00,Pending,Nagaland,Dimapur,Dimapur,797754,Delhivery,Auto Spare Parts & Industrial Tools,12.66,14560.51,Two-Wheeler / Bike Express,In Transit - Hub to Hub,Cash on Delivery (COD),N/A,None,21.4,N/A
DEL-NER-2026-000290,2026-08-24 09:30:00,2026-08-25 17:30:00,Pending,Manipur,Churachandpur,Churachandpur,795420,Shadowfax,Auto Spare Parts & Industrial Tools,23.43,8036.21,Light Commercial Pickup Truck (Bolero / Ace),In Transit - Hub to Hub,Prepaid (Digital/UPI),N/A,None,22.1,N/A
DEL-NER-2026-000487,2026-08-24 09:30:00,2026-08-24 19:30:00,Pending,Assam,Kamrup Metropolitan,Guwahati,781401,Amazon Logistics (NER),Apparel & Fashion,0.4,2210.47,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,4.3,N/A
DEL-NER-2026-000391,2026-08-24 09:30:00,2026-08-25 07:30:00,Pending,Assam,Sonitpur,Tezpur,781763,Shadowfax,Auto Spare Parts & Industrial Tools,13.81,6763.53,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (Delayed),Prepaid (Digital/UPI),Pending,None,19.5,N/A
DEL-NER-2026-000016,2026-08-24 09:30:00,2026-08-25 06:30:00,Pending,Mizoram,Aizawl,Aizawl,796263,Shadowfax,Auto Spare Parts & Industrial Tools,3.85,15993.95,Two-Wheeler / Bike Express,Held at Hub - Inner Line Permit / Customs Check,Prepaid (Digital/UPI),N/A,Inner Line Permit Verification,23.1,N/A
DEL-NER-2026-000009,2026-08-24 09:30:00,2026-08-25 03:30:00,Pending,Assam,Sonitpur,Tezpur,781493,Flipkart Ekart,Apparel & Fashion,1.88,4145.22,Light Commercial Pickup Truck (Bolero / Ace),Delivery Attempted - Recipient Unavailable,Prepaid (Digital/UPI),N/A,None,18.0,N/A
DEL-NER-2026-000297,2026-08-24 09:30:00,2026-08-25 03:30:00,Pending,Arunachal Pradesh,Papum Pare,Itanagar,791674,India Post (Speed Post),Government / Official Documents,0.19,3505.63,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Cash on Delivery (COD),Pending,None,10.0,N/A
DEL-NER-2026-000334,2026-08-24 09:30:00,2026-08-24 19:30:00,Pending,Assam,Jorhat,Jorhat,781281,Amazon Logistics (NER),FMCG & Groceries,8.56,9436.26,Foot Courier (Hill Stairs / Remote Village),Delayed - Landslide / Road Blockade,Cash on Delivery (COD),N/A,Landslide / Highway Blockade,31.5,N/A
DEL-NER-2026-000425,2026-08-24 09:30:00,2026-08-25 09:30:00,Pending,Meghalaya,East Khasi Hills,Shillong,793315,Flipkart Ekart,E-Commerce Consumer Electronics,5.25,45096.29,Electric Cargo 3-Wheeler,Out for Delivery (Delayed),Pay on Delivery (UPI QR),Pending,None,16.8,N/A
DEL-NER-2026-000463,2026-08-24 09:30:00,2026-08-25 14:30:00,Pending,Assam,Dibrugarh,Dibrugarh,781177,Shadowfax,E-Commerce Consumer Electronics,7.27,44731.99,Foot Courier (Hill Stairs / Remote Village),Out for Delivery (On-Time),Cash on Delivery (COD),Pending,None,24.0,N/A
DEL-NER-2026-000435,2026-08-24 09:30:00,2026-08-24 22:30:00,Pending,Assam,Kamrup Metropolitan,Guwahati,781528,DTDC Express,E-Commerce Consumer Electronics,2.22,39097.91,Foot Courier (Hill Stairs / Remote Village),Out for Delivery (On-Time),Cash on Delivery (COD),Pending,None,26.2,N/A
DEL-NER-2026-000328,2026-08-24 09:30:00,2026-08-24 21:30:00,Pending,Arunachal Pradesh,Papum Pare,Itanagar,791480,DTDC Express,FMCG & Groceries,15.3,12059.1,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Cash on Delivery (COD),Pending,None,21.3,N/A
DEL-NER-2026-000030,2026-08-24 09:30:00,2026-08-24 22:30:00,Pending,Arunachal Pradesh,Tawang,Tawang,791639,DTDC Express,Apparel & Fashion,0.24,3218.5,Light Commercial Pickup Truck (Bolero / Ace),In Transit - Hub to Hub,Prepaid (Digital/UPI),N/A,None,29.1,N/A
DEL-NER-2026-000048,2026-08-24 09:30:00,2026-08-24 23:30:00,Pending,Assam,Cachar,Silchar,781963,ExpressBees,Auto Spare Parts & Industrial Tools,1.56,18533.08,Two-Wheeler / Bike Express,In Transit - Hub to Hub,Pay on Delivery (UPI QR),N/A,None,3.5,N/A
DEL-NER-2026-000033,2026-08-24 09:30:00,2026-08-24 15:30:00,2026-08-24 15:30:00,Meghalaya,East Khasi Hills,Shillong,793545,Amazon Logistics (NER),Handicrafts & Organic NE Produce (Outbound),2.67,17049.62,Two-Wheeler / Bike Express,Delivered Successfully,Cash on Delivery (COD),Verified,None,21.0,4.5
DEL-NER-2026-000082,2026-08-24 09:30:00,2026-08-25 04:30:00,Pending,Sikkim,East Sikkim,Gangtok,737130,Flipkart Ekart,E-Commerce Consumer Electronics,7.95,39693.05,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Pay on Delivery (UPI QR),Pending,None,15.9,N/A
DEL-NER-2026-000084,2026-08-24 09:30:00,2026-08-24 15:30:00,2026-08-24 15:30:00,Nagaland,Kohima,Kohima,797216,Flipkart Ekart,Apparel & Fashion,2.48,2999.13,Electric Cargo 3-Wheeler,Delivered Successfully,Cash on Delivery (COD),Verified,None,13.3,4.5
DEL-NER-2026-000175,2026-08-24 09:30:00,2026-08-25 07:30:00,Pending,Assam,Dibrugarh,Dibrugarh,781402,Blue Dart / DHL,Apparel & Fashion,2.05,3889.91,Light Commercial Pickup Truck (Bolero / Ace),In Transit - Hub to Hub,Cash on Delivery (COD),N/A,None,19.9,N/A
DEL-NER-2026-000272,2026-08-24 09:30:00,2026-08-25 09:30:00,Pending,Nagaland,Kohima,Kohima,797886,India Post (Speed Post),Auto Spare Parts & Industrial Tools,15.71,8586.74,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Cash on Delivery (COD),Pending,None,6.8,N/A
DEL-NER-2026-000385,2026-08-24 08:30:00,2026-08-25 10:30:00,Pending,Sikkim,South Sikkim,Namchi,737958,Blue Dart / DHL,E-Commerce Consumer Electronics,0.67,63978.75,Two-Wheeler / Bike Express,In Transit - Hub to Hub,Prepaid (Digital/UPI),N/A,None,3.4,N/A
DEL-NER-2026-000165,2026-08-24 08:30:00,2026-08-24 17:30:00,2026-08-24 17:30:00,Assam,Dibrugarh,Dibrugarh,781934,Blue Dart / DHL,FMCG & Groceries,2.08,4995.77,Foot Courier (Hill Stairs / Remote Village),Delivered Successfully,Pay on Delivery (UPI QR),Verified,None,10.5,4.0
DEL-NER-2026-000182,2026-08-24 08:30:00,2026-08-24 22:30:00,Pending,Assam,Cachar,Silchar,781284,Flipkart Ekart,FMCG & Groceries,15.82,16239.45,Foot Courier (Hill Stairs / Remote Village),Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,27.2,N/A
DEL-NER-2026-000389,2026-08-24 08:30:00,2026-08-24 18:30:00,Pending,Mizoram,Lunglei,Lunglei,796174,Flipkart Ekart,E-Commerce Consumer Electronics,3.16,18640.35,Two-Wheeler / Bike Express,In Transit - Hub to Hub,Cash on Delivery (COD),N/A,None,11.7,N/A
DEL-NER-2026-000289,2026-08-24 08:30:00,2026-08-24 10:30:00,2026-08-24 10:30:00,Assam,Sonitpur,Tezpur,781570,Shadowfax,Essential Medicines & Medical Supplies,2.89,2797.3,Foot Courier (Hill Stairs / Remote Village),Delivered Successfully,Cash on Delivery (COD),Verified,None,28.0,4.2
DEL-NER-2026-000379,2026-08-24 08:30:00,2026-08-25 05:30:00,Pending,Tripura,Gomati,Udaipur,799412,DTDC Express,Handicrafts & Organic NE Produce (Outbound),23.02,14280.52,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Cash on Delivery (COD),Pending,None,3.4,N/A
DEL-NER-2026-000220,2026-08-24 08:30:00,2026-08-25 08:30:00,Pending,Sikkim,South Sikkim,Namchi,737916,DTDC Express,E-Commerce Consumer Electronics,7.24,50603.83,Foot Courier (Hill Stairs / Remote Village),Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,1.9,N/A
DEL-NER-2026-000342,2026-08-24 08:30:00,2026-08-24 17:30:00,Pending,Sikkim,South Sikkim,Namchi,737255,Shadowfax,Apparel & Fashion,2.17,2936.35,Foot Courier (Hill Stairs / Remote Village),Out for Delivery (On-Time),Pay on Delivery (UPI QR),Pending,None,2.9,N/A
DEL-NER-2026-000341,2026-08-24 08:30:00,2026-08-25 06:30:00,Pending,Nagaland,Dimapur,Dimapur,797158,India Post (Speed Post),Handicrafts & Organic NE Produce (Outbound),16.96,6527.8,Foot Courier (Hill Stairs / Remote Village),Delivery Attempted - Recipient Unavailable,Prepaid (Digital/UPI),N/A,None,17.1,N/A
DEL-NER-2026-000239,2026-08-24 08:30:00,2026-08-25 15:30:00,Pending,Meghalaya,East Khasi Hills,Shillong,793831,ExpressBees,Essential Medicines & Medical Supplies,3.68,14593.6,Two-Wheeler / Bike Express,In Transit - Hub to Hub,Prepaid (Digital/UPI),N/A,None,3.5,N/A
DEL-NER-2026-000271,2026-08-24 08:30:00,2026-08-25 00:30:00,Pending,Tripura,West Tripura,Agartala,799459,India Post (Speed Post),Auto Spare Parts & Industrial Tools,17.32,14749.77,Two-Wheeler / Bike Express,Out for Delivery (Delayed),Prepaid (Digital/UPI),Pending,None,19.9,N/A
DEL-NER-2026-000244,2026-08-24 08:30:00,2026-08-25 15:30:00,Pending,Meghalaya,West Garo Hills,Tura,793890,Shadowfax,Apparel & Fashion,1.03,1158.4,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Pay on Delivery (UPI QR),Pending,None,29.1,N/A
DEL-NER-2026-000123,2026-08-24 08:30:00,2026-08-24 22:30:00,Pending,Manipur,Churachandpur,Churachandpur,795599,Flipkart Ekart,Apparel & Fashion,0.8,1894.6,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,8.7,N/A
DEL-NER-2026-000303,2026-08-24 08:30:00,2026-08-25 01:30:00,Pending,Assam,Kamrup Metropolitan,Guwahati,781443,India Post (Speed Post),Essential Medicines & Medical Supplies,2.27,7500.73,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Cash on Delivery (COD),Pending,None,12.6,N/A
DEL-NER-2026-000441,2026-08-24 08:30:00,2026-08-24 17:30:00,2026-08-24 17:30:00,Meghalaya,East Khasi Hills,Shillong,793589,Flipkart Ekart,E-Commerce Consumer Electronics,6.4,44883.58,Two-Wheeler / Bike Express,Delivered Successfully,Prepaid (Digital/UPI),Verified,None,14.7,3.8
DEL-NER-2026-000022,2026-08-24 07:30:00,2026-08-24 23:30:00,Pending,Arunachal Pradesh,Papum Pare,Itanagar,791920,Delhivery,Essential Medicines & Medical Supplies,2.96,1196.16,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Pay on Delivery (UPI QR),Pending,None,21.9,N/A
DEL-NER-2026-000238,2026-08-24 07:30:00,2026-08-24 15:30:00,Pending,Arunachal Pradesh,East Siang,Pasighat,791450,ExpressBees,Essential Medicines & Medical Supplies,0.28,12821.25,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,14.5,N/A
DEL-NER-2026-000372,2026-08-24 07:30:00,2026-08-25 06:30:00,Pending,Arunachal Pradesh,Tawang,Tawang,791190,India Post (Speed Post),Handicrafts & Organic NE Produce (Outbound),1.12,19530.74,Two-Wheeler / Bike Express,In Transit - Hub to Hub,Prepaid (Digital/UPI),N/A,None,14.8,N/A
DEL-NER-2026-000491,2026-08-24 07:30:00,2026-08-24 16:30:00,2026-08-24 16:30:00,Manipur,Imphal West,Imphal,795488,Blue Dart / DHL,Government / Official Documents,1.9,3049.11,Two-Wheeler / Bike Express,Delivered Successfully,Prepaid (Digital/UPI),Verified,None,12.0,5.0
DEL-NER-2026-000201,2026-08-24 07:30:00,2026-08-25 14:30:00,Pending,Assam,Cachar,Silchar,781151,Flipkart Ekart,Handicrafts & Organic NE Produce (Outbound),10.54,9752.54,Two-Wheeler / Bike Express,Out for Delivery (Delayed),Prepaid (Digital/UPI),Pending,None,15.8,N/A
DEL-NER-2026-000260,2026-08-24 07:30:00,2026-08-25 01:30:00,Pending,Manipur,Imphal West,Imphal,795290,Flipkart Ekart,Government / Official Documents,1.79,3655.55,Electric Cargo 3-Wheeler,Out for Delivery (Delayed),Prepaid (Digital/UPI),Pending,None,27.6,N/A
DEL-NER-2026-000277,2026-08-24 07:30:00,2026-08-25 12:30:00,Pending,Arunachal Pradesh,Papum Pare,Itanagar,791689,India Post (Speed Post),Essential Medicines & Medical Supplies,1.71,10872.68,Two-Wheeler / Bike Express,Out for Delivery (Delayed),Cash on Delivery (COD),Pending,None,1.6,N/A
DEL-NER-2026-000461,2026-08-24 07:30:00,2026-08-25 09:30:00,Pending,Manipur,Churachandpur,Churachandpur,795841,DTDC Express,E-Commerce Consumer Electronics,1.78,44528.97,Light Commercial Pickup Truck (Bolero / Ace),Delivery Attempted - Recipient Unavailable,Cash on Delivery (COD),N/A,None,30.2,N/A
DEL-NER-2026-000443,2026-08-24 07:30:00,2026-08-25 06:30:00,Pending,Mizoram,Aizawl,Aizawl,796698,DTDC Express,Handicrafts & Organic NE Produce (Outbound),24.04,8373.44,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,8.7,N/A
DEL-NER-2026-000240,2026-08-24 07:30:00,2026-08-25 06:30:00,Pending,Assam,Sonitpur,Tezpur,781946,DTDC Express,Apparel & Fashion,2.24,2886.95,Two-Wheeler / Bike Express,Held at Hub - Inner Line Permit / Customs Check,Prepaid (Digital/UPI),N/A,Inner Line Permit Verification,1.2,N/A
DEL-NER-2026-000246,2026-08-24 06:30:00,2026-08-24 18:30:00,Pending,Mizoram,Aizawl,Aizawl,796498,DTDC Express,Essential Medicines & Medical Supplies,2.32,3546.68,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Cash on Delivery (COD),Pending,None,26.7,N/A
DEL-NER-2026-000081,2026-08-24 06:30:00,2026-08-24 22:30:00,Pending,Assam,Kamrup Metropolitan,Guwahati,781141,Blue Dart / DHL,Government / Official Documents,0.55,3820.84,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Pay on Delivery (UPI QR),Pending,None,16.3,N/A
DEL-NER-2026-000416,2026-08-24 06:30:00,2026-08-24 20:30:00,Pending,Tripura,Gomati,Udaipur,799844,Flipkart Ekart,Government / Official Documents,0.17,3311.71,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,7.2,N/A
DEL-NER-2026-000426,2026-08-24 06:30:00,2026-08-25 03:30:00,Pending,Assam,Cachar,Silchar,781573,India Post (Speed Post),FMCG & Groceries,6.78,1106.09,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,11.1,N/A
DEL-NER-2026-000471,2026-08-24 06:30:00,2026-08-24 19:30:00,Pending,Assam,Kamrup Metropolitan,Guwahati,781768,Shadowfax,Government / Official Documents,1.46,3153.79,Light Commercial Pickup Truck (Bolero / Ace),In Transit - Hub to Hub,Prepaid (Digital/UPI),N/A,None,31.3,N/A
DEL-NER-2026-000304,2026-08-24 06:30:00,2026-08-24 21:30:00,Pending,Sikkim,East Sikkim,Gangtok,737684,India Post (Speed Post),Auto Spare Parts & Industrial Tools,22.2,19748.5,Electric Cargo 3-Wheeler,Out for Delivery (On-Time),Cash on Delivery (COD),Pending,None,16.4,N/A
DEL-NER-2026-000458,2026-08-24 06:30:00,2026-08-25 12:30:00,Pending,Meghalaya,West Garo Hills,Tura,793143,Flipkart Ekart,Essential Medicines & Medical Supplies,2.77,8830.47,Foot Courier (Hill Stairs / Remote Village),In Transit - Hub to Hub,Prepaid (Digital/UPI),N/A,None,6.9,N/A
DEL-NER-2026-000429,2026-08-24 05:30:00,2026-08-24 11:30:00,2026-08-24 11:30:00,Assam,Jorhat,Jorhat,781981,Shadowfax,Apparel & Fashion,2.1,4169.98,Light Commercial Pickup Truck (Bolero / Ace),Delivered Successfully,Prepaid (Digital/UPI),Verified,None,29.2,3.6
DEL-NER-2026-000217,2026-08-24 05:30:00,2026-08-25 03:30:00,Pending,Mizoram,Lunglei,Lunglei,796223,India Post (Speed Post),Handicrafts & Organic NE Produce (Outbound),17.25,19991.48,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,17.0,N/A
DEL-NER-2026-000460,2026-08-24 05:30:00,2026-08-25 08:30:00,Pending,Sikkim,South Sikkim,Namchi,737721,ExpressBees,Government / Official Documents,1.81,2436.85,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Cash on Delivery (COD),Pending,None,2.0,N/A
DEL-NER-2026-000378,2026-08-24 05:30:00,2026-08-25 06:30:00,Pending,Nagaland,Dimapur,Dimapur,797713,Shadowfax,Handicrafts & Organic NE Produce (Outbound),11.92,7696.29,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,11.3,N/A
DEL-NER-2026-000141,2026-08-24 05:30:00,2026-08-25 11:30:00,Pending,Manipur,Imphal West,Imphal,795471,Amazon Logistics (NER),Apparel & Fashion,1.31,943.07,Two-Wheeler / Bike Express,In Transit - Hub to Hub,Prepaid (Digital/UPI),N/A,None,30.1,N/A
DEL-NER-2026-000390,2026-08-24 05:30:00,2026-08-24 15:30:00,2026-08-24 15:30:00,Sikkim,East Sikkim,Gangtok,737854,India Post (Speed Post),Essential Medicines & Medical Supplies,0.73,879.02,Light Commercial Pickup Truck (Bolero / Ace),Delivered Successfully,Cash on Delivery (COD),Verified,None,22.2,4.9
DEL-NER-2026-000243,2026-08-24 05:30:00,2026-08-24 14:30:00,Pending,Nagaland,Kohima,Kohima,797134,Shadowfax,E-Commerce Consumer Electronics,1.89,40065.78,Light Commercial Pickup Truck (Bolero / Ace),In Transit - Hub to Hub,Prepaid (Digital/UPI),N/A,None,9.4,N/A
DEL-NER-2026-000012,2026-08-24 05:30:00,2026-08-25 06:30:00,Pending,Mizoram,Lunglei,Lunglei,796732,India Post (Speed Post),FMCG & Groceries,14.53,10711.29,Light Commercial Pickup Truck (Bolero / Ace),Delivery Attempted - Recipient Unavailable,Prepaid (Digital/UPI),N/A,None,5.6,N/A
DEL-NER-2026-000500,2026-08-24 05:30:00,2026-08-25 13:30:00,Pending,Meghalaya,West Garo Hills,Tura,793866,Amazon Logistics (NER),Apparel & Fashion,0.57,2716.69,Light Commercial Pickup Truck (Bolero / Ace),In Transit - Hub to Hub,Prepaid (Digital/UPI),N/A,None,27.0,N/A
DEL-NER-2026-000258,2026-08-24 05:30:00,2026-08-24 22:30:00,Pending,Assam,Cachar,Silchar,781487,Shadowfax,FMCG & Groceries,10.16,16428.28,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,1.4,N/A
DEL-NER-2026-000313,2026-08-24 05:30:00,2026-08-24 19:30:00,Pending,Sikkim,South Sikkim,Namchi,737984,ExpressBees,Apparel & Fashion,2.38,3647.68,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,5.3,N/A
DEL-NER-2026-000314,2026-08-24 05:30:00,2026-08-24 15:30:00,Pending,Tripura,Gomati,Udaipur,799939,Flipkart Ekart,Auto Spare Parts & Industrial Tools,1.17,18347.29,Foot Courier (Hill Stairs / Remote Village),In Transit - Hub to Hub,Prepaid (Digital/UPI),N/A,None,15.8,N/A
DEL-NER-2026-000442,2026-08-24 04:30:00,2026-08-25 15:30:00,Pending,Arunachal Pradesh,Tawang,Tawang,791413,DTDC Express,Handicrafts & Organic NE Produce (Outbound),16.75,2652.06,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,20.5,N/A
DEL-NER-2026-000480,2026-08-24 04:30:00,2026-08-25 14:30:00,Pending,Assam,Dibrugarh,Dibrugarh,781341,Delhivery,Apparel & Fashion,1.02,2770.05,Light Commercial Pickup Truck (Bolero / Ace),In Transit - Hub to Hub,Cash on Delivery (COD),N/A,None,31.7,N/A
DEL-NER-2026-000482,2026-08-24 04:30:00,2026-08-25 06:30:00,Pending,Meghalaya,West Garo Hills,Tura,793466,ExpressBees,Apparel & Fashion,2.16,489.96,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,5.6,N/A
DEL-NER-2026-000478,2026-08-24 04:30:00,2026-08-25 07:30:00,Pending,Manipur,Imphal West,Imphal,795235,ExpressBees,E-Commerce Consumer Electronics,8.1,18022.57,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Cash on Delivery (COD),Pending,None,18.6,N/A
DEL-NER-2026-000119,2026-08-24 04:30:00,2026-08-24 14:30:00,Pending,Meghalaya,West Garo Hills,Tura,793621,Blue Dart / DHL,Essential Medicines & Medical Supplies,2.41,2913.59,Two-Wheeler / Bike Express,In Transit - Hub to Hub,Cash on Delivery (COD),N/A,None,10.0,N/A
DEL-NER-2026-000129,2026-08-24 04:30:00,2026-08-25 08:30:00,Pending,Meghalaya,East Khasi Hills,Shillong,793665,Delhivery,Government / Official Documents,2.48,1969.47,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Cash on Delivery (COD),Pending,None,7.4,N/A
DEL-NER-2026-000227,2026-08-24 04:30:00,2026-08-25 12:30:00,Pending,Arunachal Pradesh,Tawang,Tawang,791448,Flipkart Ekart,Auto Spare Parts & Industrial Tools,18.92,1216.66,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,6.6,N/A
DEL-NER-2026-000112,2026-08-24 04:30:00,2026-08-24 14:30:00,Pending,Mizoram,Aizawl,Aizawl,796661,Amazon Logistics (NER),E-Commerce Consumer Electronics,1.1,2778.18,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,4.7,N/A
